original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,postcode,district,suburb,street,city,name,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
2017-03-11 07:00:32,-29.2,-69.5,130,4.7,0,"Iglesia, Argentina",-29.58826425,-69.48016253361462,,,,,,,Iglesia,Iglesia,IG,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-10 06:22:21,-30.61,-72.02,24,4.5,1781535.2003471565,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-03-09 17:34:01,-31.8,-71.54,43,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-08 14:42:24,-38.16,-73.7,37,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-06 02:56:22,-40.38,-71.95,149,4.2,919.316310263764,"Cerro Rupumeica, Ranco, Chile",-40.38773,-71.94615,,,,,,,Cerro Rupumeica,Ranco,RA,De Los Rios,LR,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-03-06 00:26:37,-18.18,-69.87,96,4.3,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,Arica,,Provincia de Arica,,Arica y Parinacota Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-26 08:59:16,-28.95,-71.3,38,4.8,189.96330788308154,"Ruta C-500, Freirina, Chile",-28.948351938773495,-71.28017123752535,,,,,Ruta C-500,Freirina,Ruta C-500,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-25 02:31:25,-19.46,-69.15,114,5.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-21 13:01:12,-30.83,-71.61,37,4.4,1749.6392907376953,"Parque Eólico Talinay Oriente, Ovalle, Provincia de Limarí, Chile",-30.8328172,-71.5919716,,,,,,Ovalle,Parque Eólico Talinay Oriente,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-20 13:29:55,-37.55,-73.74,44,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-20 06:17:35,-37.59,-73.63,43,4.0,758.7121193696152,"Claudio Huepe Garcia 615, Lebu, Chile",-37.591353,-73.63844,615,,,,Claudio Huepe Garcia,Lebu,,Arauco,AU,Del Bio-Bio,BI,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2017-02-19 22:10:21,-37.59,-73.73,32,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-19 21:06:15,-37.44,-74.18,24,4.5,1732949.381897904,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-02-19 19:07:28,-37.59,-73.66,31,4.8,794.3548617147995,"Boca Lebu, Lebu, Chile",-37.596183,-73.664516,,,,,Boca Lebu,Lebu,,Arauco,AU,Del Bio-Bio,BI,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-19 15:49:20,-37.47,-74.05,38,4.3,1744779.3276259245,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-02-19 09:37:24,-37.55,-73.95,40,4.8,1756480.3966153613,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-02-19 07:10:41,-37.53,-74.05,35,4.4,1747532.6272514127,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-02-19 07:06:55,-37.52,-74.01,39,4.7,1750284.890918642,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-02-19 04:03:32,-37.52,-74.08,36,4.8,1744664.0660961713,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-02-18 18:58:21,-22.11,-68.74,97,4.3,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-18 12:10:16,-23.91,-67.26,266,6.5,0,"Municipio de San Antonio de los Cobres, Los Andes, Argentina",-24.217675,-66.3178734,,,,,,Municipio de San Antonio de los Cobres,,Los Andes,,Salta,A,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-17 09:17:54,-23.32,-70.4,54,4.4,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-16 00:19:20,-30.05,-71.3,54,4.6,1609.3677849789424,"1780000 Coquimbo, Chile",-30.0510145,-71.2833202,,1780000,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-12 16:21:12,-27.95,-71.24,34,5.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-06 08:03:09,-20.94,-69.01,95,4.7,387.73404648523046,"Ruta A-855, Pozo Almonte, Chile",-20.93904448769286,-69.00565882665481,,,,,Ruta A-855,Pozo Almonte,Ruta A-855,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-05 18:58:35,-21.2,-68.72,124,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-03 00:52:27,-33.15,-69.81,8,5.0,0,"Distrito Potrerillos, Departamento Luján de Cuyo, Argentina",-32.9607917,-69.1974467,,,,,,Distrito Potrerillos,,Departamento Luján de Cuyo,,Mendoza,M,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-01 11:54:32,-37.34,-73.66,45,4.4,126.64016766933722,"Camino Forestal, Yane EFa, 000 0045 Arauco, Chile",-37.34599889958628,-73.66612841274022,,0000045,,,"Camino Forestal, Yane EFa",Arauco,"Camino Forestal, Yane EFa",Provincia de Arauco,AU,Biobio Region,BI,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-01 11:23:26,-37.31,-73.44,60,4.9,683.6972157609705,"Escuela Básica Valle Verde, 436 0000 Arauco, Chile",-37.303854,-73.439774,,4360000,,,Escuela Básica Valle Verde,Arauco,,Arauco,AU,Del Bio-Bio,BI,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-01 08:49:03,-20.43,-69.14,96,4.0,259.8992631766877,"Ruta A-685, Pica, Chile",-20.401543981050402,-69.12555237688805,,,,,Ruta A-685,Pica,Ruta A-685,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-02-01 03:07:49,-30.11,-71.27,86,4.0,639.642449710536,"1780000 Coquimbo, Chile",-30.105307210830677,-71.27453369118307,,1780000,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-31 06:20:27,-25.22,-70.36,56,4.0,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-31 05:50:40,-30.48,-71.55,62,4.2,335.8192986456087,"Ruta D-520, Ovalle, Chile",-30.445217084758852,-71.55174793651197,,,,,Ruta D-520,Ovalle,Ruta D-520,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-28 13:39:04,-26.66,-70.96,55,4.7,1949520.8388816074,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-01-28 01:27:29,-19.95,-70.01,54,5.0,157.8784610851594,"Ruta A-412, Huara, Chile",-19.94189869054464,-70.03388419835034,,,,,Ruta A-412,Huara,Ruta A-412,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-27 13:23:31,-22.48,-68.67,110,4.9,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-27 07:26:40,-30.96,-71.4,55,4.8,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-26 23:53:43,-20.32,-68.99,107,4.3,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-26 01:41:26,-25.73,-69.45,87,4.4,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-25 09:11:07,-21.23,-68.66,121,4.0,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-25 06:47:02,-32.0,-71.66,36,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-23 11:21:56,-30.65,-71.26,44,4.2,392.8354884604626,"La Chimba SN, Limarí, Chile",-30.653393,-71.258856,SN,,,,La Chimba,,,Limarí,LM,De Coquimbo,CO,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2017-01-21 17:03:55,-30.64,-71.3,52,4.5,836.472752320134,"Quebrada El Ingenio, Provincia de Limarí, Chile",-30.636391793317582,-71.30767170032078,,,,,Quebrada El Ingenio,,Quebrada El Ingenio,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-19 12:01:50,-30.85,-71.37,47,5.0,461.8193168753621,"Punitaqui, Provincia de Limarí, Chile",-30.84579826505929,-71.36339611452495,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-15 08:48:26,-22.5,-68.75,115,4.9,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-14 06:59:13,-37.56,-73.61,37,4.3,358.99465729253404,"Ruta P-40, Lebu, Chile",-37.553962581401365,-73.60042194983504,,,,,Ruta P-40,Lebu,Ruta P-40,Provincia de Arauco,,Biobio Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-13 13:43:03,-30.71,-71.39,48,4.0,894.9417793729395,"Petroglifos Valle Del Encanto, Ruta Turistica Valle del Encanto, 184 0000 Ovalle, Chile",-30.7057074,-71.3820816,,1840000,,,Ruta Turistica Valle del Encanto,Ovalle,Petroglifos Valle Del Encanto,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-12 19:23:57,-30.4,-71.49,24,4.7,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-12 12:57:06,-33.68,-70.53,97,4.1,856.8459673385269,"Escuela Santa Rita, Circunvalación Máximo Valdés Fontecilla, 948 0018 Santa Rita Sur, Chile",-33.6724272,-70.5317129,,9480018,,Pirque,Circunvalación Máximo Valdés Fontecilla,Santa Rita Sur,Escuela Santa Rita,Provincia de Cordillera,CD,Santiago Metropolitan Region,RM,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-12 09:00:06,-18.08,-69.23,142,4.9,83.23118258687101,"Ruta A-159, Putre, Chile",-18.074000191867224,-69.2221087337584,,,,,Ruta A-159,Putre,Ruta A-159,Provincia de Parinacota,,Arica y Parinacota Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-11 22:13:56,-22.8,-69.78,69,4.3,1663.7932474185432,"Los Dones, María Elena, Provincia de Tocopilla, Chile",-22.7851795,-69.7822333,,,,,,María Elena,Los Dones,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-11 21:58:18,-22.79,-69.83,73,5.8,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-10 14:59:49,-31.34,-70.94,93,4.9,0,"1930000 Illapel, Chile",-31.6326932,-71.1683039,,1930000,,,,Illapel,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-09 00:40:35,-29.69,-71.18,45,4.1,230.89935924928872,"La Serena, Provincia de Elqui, Chile",-29.687225358233867,-71.1851681828496,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-07 17:33:04,-19.52,-70.11,32,4.0,1713.8591843127858,"Huara, Provincia del Tamarugal, Chile",-19.5224399,-70.1261469,,,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-06 06:30:33,-22.31,-67.92,177,6.1,0,"Municipio San Pablo de Lipez, Provincia Sur Lípez, Bolivia",-22.093118349999997,-67.40453633471795,,,,,,Municipio San Pablo de Lipez,,Provincia Sur Lípez,,Potosí,P,Bolivia,bo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-05 16:24:43,-22.06,-70.28,35,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-04 13:24:04,-30.3,-71.53,49,5.1,641.0903108014253,"Santuario de la Naturaleza Humedal El Litre, Coquimbo, Provincia de Elqui, Chile",-30.2989627,-71.5365686514851,,,,,,Coquimbo,Santuario de la Naturaleza Humedal El Litre,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-03 21:19:08,-43.41,-74.56,38,5.7,0,"Quellón, Provincia de Chiloé, Chile",-43.1200305,-73.6203025,,,,,,Quellón,,Provincia de Chiloé,,Los Lagos Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-03 13:41:53,-19.91,-70.45,56,5.1,2303957.107893837,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-01-02 10:56:08,-21.24,-70.22,66,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-01 18:02:53,-32.12,-71.17,88,4.2,290.76968442373743,"Ruta D-377-E, Los Vilos, Chile",-32.13233080996248,-71.16604302048505,,,,,Ruta D-377-E,Los Vilos,Ruta D-377-E,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-01 10:20:12,-30.05,-71.68,36,4.3,1817340.0549723452,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-01-01 07:50:22,-30.02,-71.53,44,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-01-01 03:25:38,-29.7,-71.19,47,4.4,514.605570085163,"La Montoza, Elqui, Chile",-29.70333,-71.1863,,,,,,,La Montoza,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-12-29 08:50:21,-33.69,-71.52,50,4.2,0,"San Antonio, Provincia de San Antonio, Chile",-33.5808615,-71.6132377,,,,,,San Antonio,,Provincia de San Antonio,,Valparaiso Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-27 14:07:23,-43.5,-74.3,23,4.9,0,"Quellón, Provincia de Chiloé, Chile",-43.1200305,-73.6203025,,,,,,Quellón,,Provincia de Chiloé,,Los Lagos Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-27 11:22:19,-20.48,-68.83,111,4.2,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-26 01:03:33,-28.41,-71.35,40,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-25 14:22:23,-43.52,-74.39,30,7.6,0,"Quellón, Provincia de Chiloé, Chile",-43.1200305,-73.6203025,,,,,,Quellón,,Provincia de Chiloé,,Los Lagos Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-25 14:01:34,-19.97,-68.87,116,5.3,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-24 07:40:04,-33.92,-70.62,89,4.1,921.4648244917554,"Carén, Picarquín, Cachapoal, Chile",-33.92183,-70.61026,,,,,,Picarquín,Carén,Cachapoal,CA,Del Libertador B Ohiggins,LI,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-12-19 15:36:46,-30.8,-71.44,47,4.9,229.8692244521542,"Ovalle, Provincia de Limarí, Chile",-30.804939602927945,-71.43685749235401,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-18 16:25:11,-31.74,-71.25,54,4.1,503.9535148205898,"Ruta D-377-E, Illapel, Chile",-31.74120029912481,-71.22138617450305,,,Población El Molino,,Ruta D-377-E,Illapel,Ruta D-377-E,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-16 23:11:42,-30.4,-71.65,24,5.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-12 06:58:18,-29.76,-71.31,51,4.3,523.1629036394709,"La Serena, Provincia de Elqui, Chile",-29.76718829169951,-71.30807176500811,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-12 01:40:25,-30.94,-71.34,52,5.3,1996.4873653144973,"Punitaqui, Provincia de Limarí, Chile",-30.9247395,-71.3289714,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-09 15:09:52,-31.37,-71.43,43,4.1,874.9376055280867,"Quebrada Chircal, 196 0000 Canela, Chile",-31.36358008992387,-71.42467180089936,,1960000,,,Quebrada Chircal,Canela,Quebrada Chircal,Provincia de Choapa,CH,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-12-08 20:42:36,-31.55,-71.8,41,5.5,1801837.6615472024,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-12-03 04:30:58,-32.16,-71.88,47,4.8,1796995.1381286783,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-12-02 03:49:57,-30.92,-71.38,57,4.5,532.4853585115097,"Cerros La Bandera, Limarí, Chile",-30.91743,-71.37529,,,,,,,Cerros La Bandera,Limarí,LM,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-12-01 05:04:13,-34.12,-71.3,56,4.0,564.6398640420805,"Tres Linderos, Las Cabras, Cachapoal, Chile",-34.12268,-71.30521,,,,,,Las Cabras,Tres Linderos,Cachapoal,CA,Del Libertador B Ohiggins,LI,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-12-01 00:21:41,-28.74,-70.22,105,4.0,469.41677497821996,"Ruta C-487, Alto del Carmen, Chile",-28.72423345651271,-70.2209193232706,,,,,Ruta C-487,Alto del Carmen,Ruta C-487,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-30 17:51:28,-28.74,-70.5,89,4.1,71.45299825167041,"Ruta C-485, Alto del Carmen, Chile",-28.7480965491063,-70.49861487801118,,,,,Ruta C-485,Alto del Carmen,Ruta C-485,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-30 13:14:11,-21.07,-68.7,112,4.9,517.5190843231901,"Pica, Provincia del Tamarugal, Chile",-21.059914466506786,-68.70767553491191,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-29 04:34:29,-31.97,-70.94,87,4.5,0,"1950000 Salamanca, Chile",-31.7804674,-70.9649896,,1950000,,,,Salamanca,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-23 17:36:16,-22.15,-68.68,113,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-23 16:56:24,-22.54,-68.72,115,4.3,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-23 16:43:33,-29.95,-71.38,47,4.5,3294.2569528038134,"1781003 Coquimbo, Chile",-29.9488547,-71.3458339,,1781003,,Parte Alta,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-22 17:53:43,-22.19,-68.73,102,4.0,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-21 12:51:49,-38.16,-74.02,30,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-21 00:09:49,-37.43,-73.9,42,4.9,1755053.7603267252,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-11-20 20:57:42,-31.65,-68.66,90,6.6,0,"5429 La Rinconada, Argentina",-31.6886468,-68.5852673,,5429,,,,La Rinconada,,Pocito,,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-17 19:39:20,-26.32,-70.69,34,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-17 18:30:43,-28.39,-70.47,82,4.3,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,Vallenar,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-16 18:33:20,-20.78,-69.17,109,4.2,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-14 22:00:31,-21.15,-69.97,49,4.4,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,,,,Iquique,Iquique,Provincia de Iquique,IE,Tarapacа Region,TP,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-11-14 10:11:30,-30.04,-71.58,44,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
