original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,district,postcode,suburb,street,city,name,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
2018-10-12 01:58:51,-34.73,-71.83,43,4.6,405.01357832928045,"Paredones, Provincia de Cardenal Caro, Chile",-34.73511951805229,-71.82676987909558,,,,,,Paredones,,Provincia de Cardenal Caro,,O'Higgins Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-11 02:28:31,-20.39,-69.93,55,3.3,418.096873158343,"Cerro Central, Tamarugal, Chile",-20.39084,-69.92609,,,,,,,Cerro Central,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-10-04 23:21:57,-22.9,-66.67,275,4.4,0,"4643 Municipio de Mina Pirquitas, Argentina",-22.6871975,-66.4562387,,,4643,,,Municipio de Mina Pirquitas,,Departamento Rinconada,,Jujuy,Y,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-02 12:11:42,-20.28,-69.3,89,4.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-29 14:26:36,-19.0,-69.53,96,4.3,0,"1000000 Camarones, Chile",-18.9633718,-69.71519067506257,,,1000000,,,Camarones,,Provincia de Arica,,Arica y Parinacota Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-28 22:02:56,-30.02,-71.74,32,4.3,1811812.4125327507,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-09-28 13:49:53,-30.3,-71.34,48,4.2,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-26 19:13:02,-29.64,-70.64,102,4.1,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-26 16:08:31,-30.11,-71.25,45,3.6,369.13851909036447,"Callejon Apatita, 178 0000 Coquimbo, Chile",-30.10671540435692,-71.24934377731526,,,1780000,,Callejon Apatita,Coquimbo,Callejon Apatita,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-23 12:30:02,-19.76,-69.56,28,3.5,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-23 05:32:11,-24.36,-70.04,66,5.6,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-22 19:30:36,-27.46,-70.87,48,3.9,951.5070117229529,"San Carlos, Copiapó, Chile",-27.46245,-70.86076,,,,,,,San Carlos,Copiapó,CO,De Atacama,AT,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-09-22 13:14:01,-26.07,-70.49,39,5.3,0,"1490000 Chañaral, Chile",-26.347934,-70.6223617,,,1490000,,,Chañaral,,Provincia de Chañaral,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-19 18:42:22,-19.54,-70.38,56,5.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-19 11:28:08,-39.8,-72.99,65,4.4,500.2163876300232,"Valdivia, Provincia de Valdivia, Chile",-39.791950805626456,-72.98413641042285,,,,,,Valdivia,,Provincia de Valdivia,,Los Ríos,LR,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-18 23:50:10,-30.85,-71.33,42,4.1,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-17 16:29:18,-22.77,-68.89,100,4.2,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-16 14:15:11,-20.39,-69.98,40,3.4,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-16 13:32:26,-20.4,-69.93,44,4.2,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-16 12:46:44,-27.37,-70.84,47,3.6,0,"Caldera, Provincia de Copiapó, Chile",-27.0675545,-70.8222047,,,,,,Caldera,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-16 07:01:13,-18.83,-69.94,80,4.0,0,"1000000 Camarones, Chile",-18.9633718,-69.71519067506257,,,1000000,,,Camarones,,Provincia de Arica,,Arica y Parinacota Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-14 18:46:51,-32.53,-71.59,29,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-14 18:15:10,-32.52,-71.59,33,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-14 11:20:03,-16.25,-71.74,141,5.5,2411.437049872226,"Yura, ARE, Peru",-16.2608154,-71.7204201,,,,,,Yura,,,,Arequipa,ARE,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-14 10:50:39,-19.26,-69.34,105,4.1,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-13 21:18:03,-20.82,-69.44,90,3.8,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-11 15:20:55,-31.43,-71.48,36,3.3,342.2610258003838,"Ruta D-941, Canela, Chile",-31.42881492305807,-71.47254545073623,,,,,Ruta D-941,Canela,Ruta D-941,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-10 18:14:05,-20.13,-70.02,54,3.7,0,"1130000 Alto Hospicio, Chile",-20.2700478,-70.1009162,,,1130000,,,Alto Hospicio,,Provincia de Iquique,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-10 08:24:15,-28.82,-71.52,32,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-09 07:00:18,-19.42,-69.44,98,3.6,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-07 23:12:49,-30.43,-70.0,115,4.9,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,,,,,Calingasta,Calingasta,CL,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-07 02:39:17,-28.91,-70.17,97,6.1,0,"Alto del Carmen, Provincia de Huasco, Chile",-28.7596711,-70.4861108,,,,,,Alto del Carmen,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-05 20:16:41,-34.38,-70.59,127,5.0,0,"Requínoa, Provincia de Cachapoal, Chile",-34.2848586,-70.8175128,,,,,,Requínoa,,Provincia de Cachapoal,,O'Higgins Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-04 20:10:30,-19.41,-69.27,109,4.0,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-04 19:07:20,-29.36,-71.22,32,3.1,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-04 00:20:08,-39.79,-71.76,142,4.7,0,"5210000 Panguipulli, Chile",-39.6419909,-72.3333801,,,5210000,,,Panguipulli,,Provincia de Valdivia,,Los Ríos,LR,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-03 08:45:01,-20.64,-69.13,119,4.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-02 18:12:11,-28.33,-70.51,79,4.5,435.3098770907668,"Llano Añañuca, Huasco, Chile",-28.32698,-70.51283,,,,,,,Llano Añañuca,Huasco,HU,De Atacama,AT,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-09-02 11:04:12,-29.39,-71.2,49,4.6,468.4580676364969,"Santa Elena, Elqui, Chile",-29.38588,-71.20101,,,,,,,Santa Elena,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-09-01 20:51:38,-30.39,-71.61,42,4.0,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-09-01 05:18:02,-29.08,-71.54,40,3.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-31 13:25:00,-32.23,-70.49,106,5.2,0,"Petorca, Provincia de Petorca, Chile",-32.251699,-70.9309103,,,,,,Petorca,,Provincia de Petorca,,Valparaiso Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-31 10:26:44,-31.81,-70.65,97,4.0,0,"1950000 Salamanca, Chile",-31.7804674,-70.9649896,,,1950000,,,Salamanca,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-30 21:43:39,-32.4,-71.23,56,5.0,0,"La Ligua, Provincia de Petorca, Chile",-32.4496375,-71.2316695,,,,,,La Ligua,,Provincia de Petorca,,Valparaiso Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-29 12:24:57,-20.72,-68.95,99,4.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-28 12:37:24,-31.51,-71.7,24,3.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-28 04:51:40,-29.7,-71.3,47,5.1,79.74242378971606,"La Serena, Provincia de Elqui, Chile",-29.69933920156573,-71.30095837587788,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-27 09:16:03,-29.73,-71.48,57,5.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-24 19:16:22,-27.55,-70.19,91,3.4,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-24 09:04:07,-11.07,-70.79,624,7.1,0,"Iñapari, MDD, Peru",-10.9470805,-69.5761211,,,,,,Iñapari,,,,Madre de Dios,MDD,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-24 03:39:46,-22.19,-70.41,56,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-23 09:44:03,-17.27,-69.66,178,4.9,0,"Capazo, PUN, Peru",-17.096990849999997,-69.71420579065233,,,,,,Capazo,,,,Puno,PUN,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-23 05:42:27,-21.29,-68.79,108,4.3,416.70656812611793,"Calama, Provincia de El Loa, Chile",-21.292949273881952,-68.7827438403226,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-22 23:15:35,-23.41,-69.55,70,4.2,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-22 07:22:32,-30.71,-71.39,49,4.0,894.9417793729395,"Petroglifos Valle Del Encanto, Ruta Turistica Valle del Encanto, 184 0000 Ovalle, Chile",-30.7057074,-71.3820816,,,1840000,,Ruta Turistica Valle del Encanto,Ovalle,Petroglifos Valle Del Encanto,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-18 19:11:20,-22.56,-66.5,297,4.0,0,"4643 Municipio de Mina Pirquitas, Argentina",-22.6871975,-66.4562387,,,4643,,,Municipio de Mina Pirquitas,,Departamento Rinconada,,Jujuy,Y,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-18 01:40:48,-32.27,-71.6,63,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-17 10:27:23,-30.14,-71.59,37,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-14 05:32:35,-19.62,-69.3,97,4.6,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-12 05:13:43,-29.72,-71.3,53,4.2,389.0644455370014,"La Serena, Provincia de Elqui, Chile",-29.71286447774234,-71.30042331626665,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-10 11:04:25,-29.37,-71.72,38,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-10 07:06:05,-35.63,-71.49,87,4.0,923.2072075296282,"L-11 SN, Linares, Chile",-35.622343,-71.493949,SN,,,,L-11,,,Linares,LN,Del Maule,ML,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2018-08-07 20:10:36,-38.3,-73.65,54,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-05 21:35:21,-34.59,-71.7,41,4.1,0,"Pumanque, Provincia de Colchagua, Chile",-34.6048141,-71.654681,,,,,,Pumanque,,Provincia de Colchagua,,O'Higgins Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-04 01:02:25,-19.64,-69.48,88,5.3,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-03 14:45:41,-37.53,-73.83,26,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-01 19:55:42,-20.4,-69.04,119,4.4,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-08-01 06:19:05,-31.37,-72.13,44,4.7,1770194.1273289635,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-07-30 18:45:35,-34.76,-71.7,46,4.5,268.70057544129855,"Cerro Portezuelo, Colchagua, Chile",-34.76193,-71.69823,,,,,,,Cerro Portezuelo,Colchagua,CL,Del Libertador B Ohiggins,LI,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-07-30 10:21:40,-27.71,-71.49,30,4.8,1871474.5488726343,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-07-27 19:36:47,-31.43,-71.45,51,3.7,44.79573143941103,"Ruta D-787, Canela, Chile",-31.430633399999998,-71.45030527565984,,,,,Ruta D-787,Canela,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-27 18:53:41,-35.76,-73.0,28,4.2,1765624.675349679,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-07-21 14:39:04,-22.25,-68.67,117,4.9,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-21 12:49:22,-29.87,-71.61,36,4.4,1825563.6153600677,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-07-20 11:29:43,-27.61,-70.27,88,4.0,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-16 18:34:41,-30.92,-71.28,60,4.1,1611.626084847027,"Punitaqui, Provincia de Limarí, Chile",-30.9154894,-71.2960553,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-16 09:44:54,-32.63,-71.64,29,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-15 07:22:37,-30.83,-71.39,55,4.1,416.1943181510638,"Ruta D-641, Ovalle, Chile",-30.813711414235744,-71.39255254765371,,,,,Ruta D-641,Ovalle,Ruta D-641,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-11 07:22:40,-19.92,-69.61,12,4.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-08 15:29:38,-33.72,-71.29,55,4.0,855.0571771213216,"Río Maipo, Melipilla, Chile",-33.726864269440895,-71.28583273565098,,,,,Río Maipo,,Río Maipo,Melipilla,ME,Santiago Metropolitan Region,RM,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-07 06:07:26,-22.71,-70.19,54,4.1,0,"1310000 Mejillones, Chile",-23.1002342,-70.4483076,,,1310000,,,Mejillones,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-06 23:47:51,-21.09,-68.91,112,4.2,805.1495506812034,"Sierra Capona, Tamarugal, Chile",-21.0964,-68.90637,,,,,,,Sierra Capona,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-07-05 17:41:18,-36.47,-73.24,11,4.0,1769940.0242102556,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-07-05 07:47:37,-30.63,-71.67,40,4.0,728.9793295613916,"Quebrada El Varillar, Ovalle, Chile",-30.625997869893673,-71.6639656481137,,,,,Quebrada El Varillar,Ovalle,Quebrada El Varillar,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-03 22:15:24,-20.84,-69.09,107,4.0,1521.9422732109906,"Lipita, Pozo Almonte, Provincia del Tamarugal, Chile",-20.85,-69.1,,,,,,Pozo Almonte,Lipita,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-03 04:28:45,-37.55,-73.0,25,4.4,364.99976142723915,"Nacimiento, Provincia de Bío-Bío, Chile",-37.53591270793958,-72.94856697666644,,,,,,Nacimiento,,Provincia de Bío-Bío,,Biobio Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-02 16:21:30,-36.8,-73.6,28,4.3,1752690.5185597183,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-07-02 12:58:30,-28.02,-71.19,35,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-02 09:29:51,-23.22,-68.91,110,5.1,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-02 02:45:32,-37.75,-72.74,40,4.3,0,"Angol, Provincia de Malleco, Chile",-37.798787,-72.7086097,,,,,,Angol,,Provincia de Malleco,,Araucania Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-01 15:28:44,-31.24,-71.45,40,4.2,15.784860506325916,"Canela, Provincia de Choapa, Chile",-31.240258739917678,-71.44890151843892,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-07-01 11:58:03,-28.86,-71.15,44,4.4,0,"Freirina, Provincia de Huasco, Chile",-28.5086484,-71.0785719,,,,,,Freirina,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-29 22:17:33,-30.64,-71.25,49,4.4,997.7992687945995,"La Chimba SN, Limarí, Chile",-30.646963,-71.243421,SN,,,,La Chimba,,,Limarí,LM,De Coquimbo,CO,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2018-06-28 22:31:21,-21.16,-69.01,116,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-28 21:59:01,-31.16,-71.29,53,4.4,2111.5962989667973,"Combarbalá, Provincia de Limarí, Chile",-31.1760268,-71.2780952,,,,,,Combarbalá,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-26 04:32:11,-30.38,-71.69,38,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-26 03:51:39,-18.61,-69.82,135,4.5,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,Arica,,Provincia de Arica,,Arica y Parinacota Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-26 02:05:18,-32.16,-71.73,35,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-24 06:42:37,-31.92,-71.57,74,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-23 15:27:33,-20.96,-69.01,105,4.1,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-06-22 04:41:00,-28.79,-70.72,13,4.9,476.5475163956616,"Agua Amarga, Huasco, Chile",-28.79347,-70.72287,,,,,,,Agua Amarga,Huasco,HU,De Atacama,AT,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-06-22 01:41:56,-19.43,-70.34,53,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
