original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,postcode,suburb,district,street,county_code,city,state_code,county,state,country,country_code,name,attribution,attribution_license,attribution_url
2020-12-29 19:29:29,-39.4,-72.0,103,5.2,0,"Villarrica, Provincia de Cautín, Chile",-39.2780911,-72.2274364,,,,,,,Villarrica,,Provincia de Cautín,Araucania Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-29 17:31:59,-34.37,-70.78,96,4.6,1300.141049684801,"2940000 Rengo, Chile",-34.3803146,-70.7866717,,2940000,,,,,Rengo,,Provincia de Cachapoal,O'Higgins Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-27 21:39:17,-39.33,-74.82,26,6.2,1782350.593037734,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-12-27 13:55:21,-19.12,-69.52,115,5.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-26 23:27:45,-22.19,-70.2,32,3.7,0,"Tocopilla, Provincia de Tocopilla, Chile",-22.0887189,-70.1960657,,,,,,,Tocopilla,,Provincia de Tocopilla,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-25 09:37:16,-22.39,-68.68,119,4.4,1163.5511788305885,"Isla Grande, Calama, Provincia de El Loa, Chile",-22.4,-68.683333,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,Isla Grande,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-25 07:01:30,-32.18,-71.41,52,4.4,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-24 14:15:21,-31.43,-72.1,33,4.6,1773142.7572042644,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-12-22 12:45:37,-32.5,-70.53,102,4.2,0,"Putaendo, Provincia de San Felipe de Aconcagua, Chile",-32.6260768,-70.7167642,,,,,,,Putaendo,,Provincia de San Felipe de Aconcagua,Valparaiso Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-21 14:14:56,-22.0,-68.8,122,4.1,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-21 06:28:32,-33.16,-70.69,91,4.2,0,"Colina, Provincia de Chacabuco, Chile",-33.202472,-70.6749147,,,,,,,Colina,,Provincia de Chacabuco,Santiago Metropolitan Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-20 23:36:05,-22.66,-68.81,111,4.9,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-20 06:51:20,-19.61,-69.27,108,3.7,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-19 10:38:58,-28.75,-72.52,24,4.8,1751876.7575065638,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-12-18 08:41:04,-33.05,-71.25,62,3.8,44.707748278884985,"Camino Sopraval, 224 0000 Limache, Chile",-33.05003502120974,-71.24928044558425,,2240000,,,Camino Sopraval,,Limache,,Provincia de Marga Marga,Valparaiso Region,Chile,cl,Camino Sopraval,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-17 15:44:32,-28.4,-71.33,30,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-16 18:37:47,-30.74,-71.42,52,4.6,234.97405304215076,"Escuela El Espinal, Ruta D-643, Ovalle, Chile",-30.7396665,-71.4175722,,,,,Ruta D-643,LM,Ovalle,CO,Provincia de Limarí,Coquimbo Region,Chile,cl,Escuela El Espinal,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-16 17:48:45,-16.83,-71.73,89,5.8,0,"Mollendo 04416, Peru",-17.0292533,-72.0155447,,04416,,,,,Mollendo,ARE,,Arequipa,Peru,pe,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-16 16:17:08,-31.29,-71.51,58,3.5,194.61125519077314,"Quebrada La Aguada o El Tomé, Canela, Chile",-31.290499164604235,-71.50803698829138,,,,,Quebrada La Aguada o El Tomé,CH,Canela,CO,Provincia de Choapa,Coquimbo Region,Chile,cl,Quebrada La Aguada o El Tomé,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-16 11:52:15,-38.33,-73.53,9,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-16 07:58:56,-32.84,-72.0,29,4.3,1791816.3583517184,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-12-15 07:59:26,-32.62,-71.78,34,4.1,1810032.827801239,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-12-15 07:43:25,-25.68,-70.77,39,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-14 15:20:50,-21.8,-68.71,109,5.9,197.79697945304164,"Quebrada Ciénaga, El Loa, Chile",-21.80155,-68.71094,,,,,,EL,,AN,El Loa,De Antofagasta,Chile,cl,Quebrada Ciénaga,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2020-12-14 00:16:32,-20.81,-70.25,68,3.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-12 07:13:10,-32.3,-71.78,36,4.5,1807352.1775484988,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-12-11 22:11:39,-19.2,-70.16,46,4.7,184.72748724013599,"Cruce A-378 - Cerro Negrito (Antena MOP), Huara, Chile",-19.222664087082702,-70.0742367,,,,,Cruce A-378 - Cerro Negrito (Antena MOP),,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,Cruce A-378 - Cerro Negrito (Antena MOP),© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-10 13:05:26,-20.59,-69.17,112,4.4,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-10 04:24:17,-31.48,-71.72,32,3.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-10 00:46:36,-28.29,-71.3,37,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-09 13:03:49,-36.68,-73.28,32,3.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-09 10:20:53,-21.12,-68.86,118,4.6,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-09 04:15:41,-32.05,-71.64,30,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-08 16:43:38,-28.25,-71.31,34,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-08 07:07:20,-32.09,-71.47,58,5.0,2075.5235247427872,"Los Vilos, Provincia de Choapa, Chile",-32.1083012,-71.4656674,,,,,,,Los Vilos,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-07 20:06:15,-32.87,-71.11,70,4.3,265.22966396080864,"Camino Las Palmas de Ocoa, 231 0000 Hijuelas, Chile",-32.86705228256133,-71.11370193899883,,2310000,,,Camino Las Palmas de Ocoa,,Hijuelas,,Provincia de Quillota,Valparaiso Region,Chile,cl,Camino Las Palmas de Ocoa,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-06 16:47:42,-20.36,-69.07,108,6.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-06 01:06:50,-28.28,-71.3,32,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-05 22:38:43,-28.25,-71.31,34,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-05 20:02:50,-21.42,-68.8,120,4.2,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-05 10:32:04,-22.39,-70.34,58,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-05 10:04:43,-27.55,-71.1,22,3.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-03 07:23:04,-20.45,-69.66,80,3.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-02 17:00:36,-24.27,-69.5,88,5.5,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,,Antofagasta,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-12-02 15:38:20,-25.89,-70.69,20,4.1,228.18564085039014,"Quebrada Las Lozas, Antofagasta, Chile",-25.89184,-70.69101,,,,,,AN,,AN,Antofagasta,De Antofagasta,Chile,cl,Quebrada Las Lozas,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2020-11-30 22:55:01,-24.26,-67.49,213,6.4,0,"Municipio de Tolar Grande, Los Andes, Argentina",-24.5894782,-67.3966467,,,,,,,Municipio de Tolar Grande,A,Los Andes,Salta,Argentina,ar,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-26 16:22:51,-20.13,-69.19,91,4.0,660.5635354048744,"Escuela San Santiago De Macaya, Eleuterio Ramírez, Pozo Almonte, Chile",-20.133977,-69.1852999,,,,,Eleuterio Ramírez,TM,Pozo Almonte,TP,Provincia del Tamarugal,Tarapacа Region,Chile,cl,Escuela San Santiago De Macaya,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-26 02:51:11,-31.76,-71.19,49,4.4,722.0321605437306,"Cerro Diuca, Choapa, Chile",-31.76636,-71.19154,,,,,,CH,,CO,Choapa,De Coquimbo,Chile,cl,Cerro Diuca,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2020-11-25 10:58:24,-35.61,-71.62,84,5.0,416.7374151386559,"San Javier, Provincia de Linares, Chile",-35.612979069013534,-71.6254645351067,,,,,,,San Javier,,Provincia de Linares,Maule Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-24 01:44:43,-33.68,-70.38,107,4.3,298.9184433648689,"Doble Cascada, San José de Maipo, Chile",-33.6826005,-70.37918140885898,,,,,Doble Cascada,CD,San José de Maipo,RM,Provincia de Cordillera,Santiago Metropolitan Region,Chile,cl,Doble Cascada,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-23 18:14:37,-27.32,-70.66,61,3.4,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-22 22:08:32,-32.51,-71.76,35,4.2,1810904.6531198786,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-11-22 07:26:34,-34.62,-73.08,39,4.7,1725710.1990339,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-11-22 00:54:57,-34.63,-73.06,41,6.0,1727744.946164923,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-11-21 17:01:29,-32.3,-71.6,69,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-21 02:11:47,-30.92,-71.26,56,5.6,976.5036950655717,"Escuela Villa Los Corrales, Ruta D-673, Punitaqui, Chile",-30.9287163,-71.2612489,,,,,Ruta D-673,LM,Punitaqui,CO,Provincia de Limarí,Coquimbo Region,Chile,cl,Escuela Villa Los Corrales,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-20 17:02:41,-18.18,-69.95,131,4.6,0,"Tacna, TAC, Peru",-18.01386,-70.2511032,,,,,,,Tacna,TAC,,Tacna,Peru,pe,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-19 09:02:06,-32.65,-71.76,25,3.6,1812184.298183596,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-11-18 08:26:47,-20.32,-69.07,97,4.3,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-18 05:31:38,-29.84,-71.13,28,3.9,418.9081752202759,"Cerro El Buitre, La Serena, Provincia de Elqui, Chile",-29.8432124,-71.1322689,,,,,,EQ,La Serena,CO,Provincia de Elqui,Coquimbo Region,Chile,cl,Cerro El Buitre,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-16 20:18:33,-28.42,-71.1,49,5.1,650.5564613693584,"Aguada El Romero, Huasco, Chile",-28.41416,-71.0996,,,,,,HU,,AT,Huasco,De Atacama,Chile,cl,Aguada El Romero,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2020-11-16 14:22:46,-32.44,-71.42,80,4.2,0,"Papudo, Provincia de Petorca, Chile",-32.50759,-71.4459354,,,,,,,Papudo,,Provincia de Petorca,Valparaiso Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-16 09:55:32,-31.5,-71.76,27,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-16 01:31:53,-40.07,-72.41,11,3.1,56.693607910753556,"Futrono, Provincia de Ranco, Chile",-40.072184898706645,-72.40545060884725,,,,,,,Futrono,LR,Provincia de Ranco,Los Ríos,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-15 01:11:02,-29.33,-71.15,54,3.8,406.34516006486854,"Faena RA, Elqui, Chile",-29.333117,-71.147812,,,,,Faena RA,EQ,,CO,Elqui,De Coquimbo,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-14 14:29:20,-20.39,-69.22,97,4.9,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-13 23:26:59,-31.77,-71.44,59,4.7,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-12 10:24:44,-30.71,-71.4,51,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-11 20:36:12,-29.98,-71.43,48,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-10 06:14:34,-27.58,-70.61,51,3.7,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-08 14:16:27,-22.34,-69.57,80,3.9,1167.2994745565684,"Parque del Loa, María Elena, Provincia de Tocopilla, Chile",-22.349819,-69.565985,,,,,,,María Elena,,Provincia de Tocopilla,Antofagasta Region,Chile,cl,Parque del Loa,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-08 03:34:29,-27.82,-71.11,28,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-07 21:16:02,-19.67,-70.23,70,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-05 08:19:48,-40.57,-73.3,41,3.9,324.8435704631029,"Ruta U-390, Osorno, Chile",-40.56021994231352,-73.28835192106936,,,,,Ruta U-390,,Osorno,,Provincia de Osorno,Los Lagos Region,Chile,cl,Ruta U-390,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-05 07:40:55,-25.47,-70.3,32,4.5,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-04 23:49:08,-22.96,-70.21,49,4.2,0,"1310000 Mejillones, Chile",-23.1002342,-70.4483076,,1310000,,,,,Mejillones,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-03 14:56:29,-32.02,-71.65,35,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-11-02 00:18:45,-29.7,-71.19,62,3.1,514.605570085163,"La Montoza, Elqui, Chile",-29.70333,-71.1863,,,,,,EQ,,CO,Elqui,De Coquimbo,Chile,cl,La Montoza,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2020-11-01 02:47:34,-18.61,-69.81,79,4.4,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,,Arica,,Provincia de Arica,Arica y Parinacota Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-31 13:48:02,-19.29,-70.13,59,3.5,1660.4577277375693,"Huara, Provincia del Tamarugal, Chile",-19.3014279,-70.1401842,,,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-29 18:18:20,-29.33,-71.18,56,3.5,515.438193131306,"La Higuera, Provincia de Elqui, Chile",-29.32766299632715,-71.1969092379209,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-29 16:08:39,-17.7,-69.87,149,4.8,0,"Palca, TAC, Peru",-17.7779521,-69.959659,,,,,,,Palca,TAC,,Tacna,Peru,pe,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-28 16:13:56,-21.36,-69.85,53,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-28 15:39:20,-29.32,-71.19,58,4.3,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-28 14:58:32,-29.35,-71.18,54,3.9,693.1991222096354,"Santa Clara, Elqui, Chile",-29.34382,-71.17906,,,,,,EQ,,CO,Elqui,De Coquimbo,Chile,cl,Santa Clara,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2020-10-28 14:53:11,-29.33,-71.2,60,5.9,342.5238232645413,"La Higuera, Provincia de Elqui, Chile",-29.32766299632715,-71.1969092379209,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-28 09:52:38,-34.92,-71.68,62,4.0,0,"3140000 Lolol, Chile",-34.727836,-71.6440839,,3140000,,,,,Lolol,,Provincia de Colchagua,O'Higgins Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-28 04:52:32,-34.91,-71.68,64,5.3,0,"3140000 Lolol, Chile",-34.727836,-71.6440839,,3140000,,,,,Lolol,,Provincia de Colchagua,O'Higgins Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-26 13:15:09,-31.11,-70.53,96,4.2,0,"1880000 Monte Patria, Chile",-30.6944769,-70.9579593,,1880000,,,,,Monte Patria,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-26 06:03:25,-23.33,-68.46,121,4.4,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,,San Pedro de Atacama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-25 21:32:42,-23.23,-68.61,125,4.6,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,,San Pedro de Atacama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-25 21:17:14,-19.97,-71.19,28,5.2,2235352.4694482167,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-10-25 20:54:39,-29.54,-71.43,46,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-23 02:10:48,-25.52,-70.93,25,4.2,1988796.148530619,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2020-10-22 21:07:13,-21.36,-69.84,50,4.1,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-21 23:31:21,-30.72,-71.45,43,3.7,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-21 09:13:07,-25.57,-70.83,24,5.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-21 01:01:46,-19.51,-69.98,9,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-20 01:09:17,-30.74,-71.45,49,4.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-19 03:32:36,-37.33,-73.65,21,4.2,277.55431613961457,"Ruta P-328, Arauco, Chile",-37.30585194679801,-73.64259977720837,,,,,Ruta P-328,,Arauco,,Provincia de Arauco,Biobio Region,Chile,cl,Ruta P-328,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-18 16:54:06,-27.35,-70.84,42,4.4,379.67753641698766,"Camino a Puerto Viejo, Caldera, Chile",-27.352162920416497,-70.82496066953686,,,,,Camino a Puerto Viejo,,Caldera,,Provincia de Copiapó,Atacama Region,Chile,cl,Camino a Puerto Viejo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2020-10-18 06:02:44,-29.01,-71.1,46,3.5,0,"Freirina, Provincia de Huasco, Chile",-28.5086484,-71.0785719,,,,,,,Freirina,,Provincia de Huasco,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
