original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,suburb,name,street,postcode,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2015-10-29 14:08:57,-30.62,-71.64,43,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-29 10:28:21,-28.78,-70.19,91,4.0,0,"Alto del Carmen, Provincia de Huasco, Chile",-28.7596711,-70.4861108,,,,,,Alto del Carmen,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-28 19:45:04,-23.25,-69.29,75,4.7,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,,1390000,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-28 09:08:00,-23.15,-70.61,31,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-28 04:54:55,-30.85,-71.38,52,4.2,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-28 04:12:07,-30.32,-71.51,40,4.7,1652.2923975983754,"Coquimbo, Provincia de Elqui, Chile",-30.3056511,-71.514473,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-27 18:32:29,-32.77,-71.75,38,4.1,1814314.8233145685,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-25 13:13:45,-29.72,-71.2,44,4.7,1706.266143413181,"La Serena, Provincia de Elqui, Chile",-29.71895,-71.2176275,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-25 05:46:23,-20.39,-68.97,111,4.6,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-25 04:02:41,-41.93,-73.55,53,4.5,906.9032986073671,"Estero Hueldén, Ancud, Chile",-41.922915202284514,-73.54456927896395,,,Estero Hueldén,Estero Hueldén,,Ancud,CE,Provincia de Chiloé,LG,Los Lagos Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-24 21:24:44,-31.44,-71.43,51,5.0,841.2377845014178,"Cruce D-787 (Carquindaño) - El Zapallo, Choapa, Chile",-31.446862,-71.426266,,,,Cruce D-787 (Carquindaño) - El Zapallo,,,CH,Choapa,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-24 19:06:06,-30.52,-71.65,37,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-24 14:52:23,-30.04,-71.31,52,4.0,483.29573467439315,"Coquimbo, Provincia de Elqui, Chile",-30.039466728279447,-71.30047735212482,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-23 01:52:56,-32.51,-71.72,33,4.2,1814644.111550509,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-22 20:22:28,-30.39,-71.69,25,4.5,649.3903725786541,Isla Las Vegas,-30.39456,-71.68577,,,Isla Las Vegas,,,,,,,,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-10-22 00:02:55,-30.32,-71.66,35,4.5,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-21 18:45:46,-30.83,-71.38,50,5.0,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-21 14:39:18,-20.37,-69.3,100,4.8,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-20 23:55:48,-30.82,-71.4,50,4.3,1045.1531466308509,"Ovalle, Provincia de Limarí, Chile",-30.8134946,-71.3921004,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-20 21:45:25,-30.4,-71.6,17,4.5,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-20 10:06:13,-30.74,-71.44,50,5.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-20 04:06:54,-30.76,-71.46,50,5.0,792.7939490698024,"Loma Ulvilla, Limarí, Chile",-30.76627,-71.45605,,,Loma Ulvilla,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-10-20 04:01:27,-29.98,-71.02,85,4.0,806.5439763261041,"Quebrada Perales, Elqui, Chile",-29.98184,-71.0281,,,Quebrada Perales,,,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-10-19 17:57:02,-30.71,-71.43,50,4.5,66.08302951947078,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,Ruta D-643,Ruta D-643,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-19 14:37:51,-33.47,-70.85,76,4.5,641.6495761726079,"Cerro Amapola 21329, Pudahuel, Chile",-33.465566,-70.854427,21329,,,Cerro Amapola,,Pudahuel,SG,Santiago,RM,Metropolitana,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2015-10-19 02:41:00,-34.8,-71.67,52,4.4,600.7388965961794,"Estero Quiahue, 314 0000 Lolol, Chile",-34.7979432,-71.66391625,,,Estero Quiahue,Estero Quiahue,3140000,Lolol,CL,Provincia de Colchagua,LI,O'Higgins Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-18 18:48:51,-19.46,-69.31,108,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-18 12:48:43,-35.97,-72.67,50,5.0,482.91118516849184,"Ruta M-916, Pelluhue, Chile",-35.95605127063659,-72.67724636959217,,,Ruta M-916,Ruta M-916,,Pelluhue,,Provincia de Cauquenes,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-17 07:01:31,-20.58,-70.63,17,4.5,2248677.765696712,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-16 16:58:28,-30.57,-71.62,37,4.4,543.0917355457206,"Ruta D-540, Ovalle, Chile",-30.57015837538572,-71.60015823747428,,,Ruta D-540,Ruta D-540,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-16 12:49:09,-31.46,-71.72,37,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-16 06:50:34,-30.62,-71.53,41,4.1,615.2077771274538,"Ovalle, Provincia de Limarí, Chile",-30.618429497409434,-71.54083323498575,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-16 04:43:58,-20.07,-68.89,115,4.8,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-15 22:18:44,-30.67,-71.74,37,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-15 20:39:02,-30.57,-71.63,33,4.5,764.9417253977156,"Viento Sur Astrocamping, Ruta D-540, Ovalle, Chile",-30.5692258,-71.637939,,,Viento Sur Astrocamping,Ruta D-540,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-15 19:23:22,-30.57,-71.61,36,5.1,85.86022135094288,"Ruta D-540, Ovalle, Chile",-30.57015837538572,-71.60015823747428,,,Ruta D-540,Ruta D-540,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-15 18:01:31,-22.74,-68.97,118,4.5,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-15 11:03:10,-30.86,-71.73,46,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-14 12:56:09,-22.57,-68.71,109,4.0,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-14 08:35:37,-31.26,-71.46,50,4.2,405.01525688227974,"Ruta D-903, Canela, Chile",-31.282935183703152,-71.43146106524836,,,Ruta D-903,Ruta D-903,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-13 19:33:01,-31.17,-71.44,48,4.3,667.3248810472766,"Cerro Ranjel, Limarí, Chile",-31.16553,-71.44468,,,Cerro Ranjel,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-10-12 16:46:42,-30.67,-71.71,35,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-12 16:01:02,-30.76,-71.37,54,4.5,865.1307438976172,"Posta de salud rural camarico, Punitaqui, Provincia de Limarí, Chile",-30.7636098,-71.3780207,,,Posta de salud rural camarico,,,Punitaqui,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-12 14:59:21,-30.57,-71.71,36,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-12 10:27:59,-30.43,-71.68,31,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-12 03:31:32,-31.19,-71.79,31,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-12 03:15:18,-31.18,-71.79,39,5.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-12 01:46:46,-30.7,-71.43,46,4.3,614.4363589940797,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,Ruta D-643,Ruta D-643,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-11 21:23:44,-30.69,-71.41,48,4.3,638.6879087849774,"Quebrada del Durazno, 184 0000 Ovalle, Chile",-30.694427923104744,-71.4057454325451,,,Quebrada del Durazno,Quebrada del Durazno,1840000,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-11 16:54:58,-30.7,-71.71,40,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-11 02:33:32,-30.71,-71.44,48,4.8,600.036904507057,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,Ruta D-643,Ruta D-643,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-10 14:26:04,-31.77,-71.65,40,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-10 13:16:34,-30.52,-71.56,25,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-09 18:27:34,-31.76,-71.71,36,5.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-09 08:20:39,-31.01,-71.31,59,4.1,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-09 06:52:33,-31.52,-71.49,45,4.0,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-09 06:08:55,-30.82,-71.42,48,4.7,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-09 04:09:38,-16.33,-70.0,233,5.5,0,"Ácora, PUN, Peru",-16.2723754,-69.90354436346178,,,,,,Ácora,,,PUN,Puno,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-08 08:46:14,-30.71,-71.45,48,4.1,50.70877293494998,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,Ruta D-643,Ruta D-643,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-07 19:35:16,-30.83,-71.42,52,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-07 08:00:40,-30.3,-71.23,24,5.2,2014.5289265354536,"Coquimbo, Provincia de Elqui, Chile",-30.289139,-71.2467939,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-07 03:02:08,-30.78,-71.39,48,4.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-06 22:48:33,-30.85,-71.46,46,5.0,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-06 10:47:33,-31.52,-71.45,15,5.1,697.4078745230485,"Canela, Provincia de Choapa, Chile",-31.5223157,-71.4568377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-06 06:07:32,-25.21,-70.19,43,4.4,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-05 21:58:16,-32.08,-71.8,23,4.2,1804021.0341823592,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-05 16:33:27,-30.35,-71.47,29,6.1,858.9884257959063,"Quebrada Salinas Chica, Coquimbo, Chile",-30.354566005149863,-71.47722096385813,,,Quebrada Salinas Chica,Quebrada Salinas Chica,,Coquimbo,EQ,Provincia de Elqui,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-05 02:02:50,-31.8,-71.63,47,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-04 18:21:53,-30.34,-71.46,31,4.3,617.1032439453205,"Ruta D-440, Coquimbo, Chile",-30.318686671227848,-71.46690123475705,,,Ruta D-440,Ruta D-440,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-04 16:57:21,-30.54,-72.18,33,4.8,1766501.8627969644,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-04 10:11:56,-30.66,-71.63,30,5.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-04 03:49:49,-30.37,-72.2,22,5.2,1765380.611910844,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-03 19:43:20,-29.45,-71.13,55,4.3,438.0101840311038,"Cerro Chegoya, Elqui, Chile",-29.44626,-71.13142,,,Cerro Chegoya,,,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-10-03 18:59:37,-30.78,-71.41,49,4.3,54.80353416904788,"Ovalle, Provincia de Limarí, Chile",-30.781827320660582,-71.4088981026,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-03 13:48:11,-29.99,-71.53,26,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-03 11:21:02,-29.86,-71.64,41,5.3,1822769.7861135234,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-03 08:26:55,-30.34,-71.45,56,4.2,11.84331750706579,"Ruta D-440, Coquimbo, Chile",-30.318686671227848,-71.46690123475705,,,Ruta D-440,Ruta D-440,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-03 06:26:56,-30.37,-71.37,34,6.0,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-03 06:03:43,-37.56,-73.74,20,6.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-03 04:26:27,-32.83,-72.03,25,4.1,1788915.510347506,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-02 22:23:00,-30.74,-71.35,53,4.0,612.7528462686715,"PMGD PFV Los Nogales, Ovalle, Chile",-30.741347,-71.343783,,PMGD PFV Los Nogales,,PMGD PFV Los Nogales,,Ovalle,LM,Limarí,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-02 20:02:40,-31.08,-71.33,58,4.0,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-02 16:22:47,-30.58,-71.6,32,4.9,597.3342373266432,"Ovalle, Provincia de Limarí, Chile",-30.57449510895361,-71.60105854308819,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-02 16:11:50,-30.78,-71.45,48,4.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-02 15:04:17,-30.53,-71.36,49,4.5,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-02 08:28:08,-36.49,-71.73,110,4.9,740.1277411355125,"Canal Zañartu, Coihueco, Chile",-36.490189530666086,-71.73827581369632,,,Canal Zañartu,Canal Zañartu,,Coihueco,NU,Provincia de Punilla,BI,Nuble Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-01 16:47:55,-32.86,-72.03,29,4.4,1789255.043564378,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-10-01 14:00:52,-29.74,-71.31,52,4.3,982.2509289334579,"Cerros del Cobre, La Serena, Elqui, Chile",-29.73333,-71.31667,,,Cerros del Cobre,,,La Serena,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-10-01 13:55:27,-32.63,-71.57,22,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-01 09:28:58,-31.76,-71.35,48,4.0,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-01 02:06:22,-30.72,-71.43,48,4.8,76.58321421904056,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,Ruta D-643,Ruta D-643,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-30 22:59:45,-30.75,-71.41,48,4.6,746.942880523677,"Posta de salud rural chalinga, Ovalle, Provincia de Limarí, Chile",-30.7513105,-71.4023338,,,Posta de salud rural chalinga,,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-30 18:21:17,-30.64,-71.72,36,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-30 02:00:03,-30.66,-71.72,37,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-29 18:59:25,-31.79,-71.38,29,4.2,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-29 13:42:44,-33.03,-72.25,22,4.4,1770917.705052886,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-28 16:59:48,-31.61,-71.44,48,4.2,1387.6252583248927,"Canela, Provincia de Choapa, Chile",-31.5990528,-71.432966,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-28 16:44:13,-30.98,-71.32,48,4.1,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-28 15:28:04,-23.88,-67.12,250,6.0,362.81812509087376,"RP37, Municipio de San Antonio de los Cobres, Argentina",-23.936522202837335,-66.96870881250825,,,RP37,RP37,,Municipio de San Antonio de los Cobres,,Los Andes,A,Salta,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-28 13:01:53,-31.18,-71.44,54,4.3,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
