original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,district,street,postcode,suburb,name,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2022-04-01 07:24:54,-29.53,-71.25,54,3.4,719.2942595302178,"El Chirposo, Elqui, Chile",-29.53409,-71.24424,,,,,,El Chirposo,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-03-30 23:17:09,-28.7,-71.49,27,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-30 16:30:06,-25.69,-70.02,91,4.7,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-30 05:19:06,-33.49,-70.04,20,3.7,768.3443958184024,"Estero La Vaca, San José de Maipo, Chile",-33.48569325,-70.04647905,,,Estero La Vaca,,,Estero La Vaca,San José de Maipo,CD,Provincia de Cordillera,RM,Santiago Metropolitan Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-28 03:26:47,-30.37,-71.36,41,3.8,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-28 00:37:21,-27.67,-70.72,72,4.2,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-27 18:35:03,-33.55,-72.19,16,4.3,1784039.6989824234,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-03-23 15:19:53,-19.45,-69.37,97,4.3,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-22 19:27:56,-29.2,-71.29,40,3.9,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-22 07:57:03,-36.86,-72.81,35,3.1,111.19273186074433,"Florida, Provincia de Concepción, Chile",-36.863470623726855,-72.80865816901925,,,,,,,Florida,,Provincia de Concepción,,Biobio Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-22 07:07:02,-36.55,-72.9,41,3.5,941.3949445661267,"Cruce N-14-O (Dichato) - Estación Menque, Concepción, Chile",-36.545626,-72.890977,,,Cruce N-14-O (Dichato) - Estación Menque,,,,,CN,Concepción,BI,Del Bio-Bio,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-21 20:19:00,-21.06,-69.88,41,4.5,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,,,,Iquique,Iquique,IE,Provincia de Iquique,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-21 06:10:08,-29.52,-71.18,42,3.7,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-19 06:27:06,-36.96,-73.91,36,4.6,1733714.4317847958,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-03-17 17:26:32,-31.83,-71.28,79,3.9,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-16 14:00:14,-20.14,-69.19,97,4.2,818.9652628919163,"San Ambrosio, Tamarugal, Chile",-20.14222,-69.18252,,,,,,San Ambrosio,,TM,Tamarugal,TP,De Tarapaca,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-03-15 17:37:57,-18.62,-70.31,42,3.8,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,,Arica,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-15 17:31:19,-21.43,-69.6,8,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-15 13:50:31,-21.09,-69.38,100,5.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-14 10:55:04,-30.7,-71.4,49,3.9,828.0506994619698,"Quebrada del Durazno, 184 0000 Ovalle, Chile",-30.694427923104744,-71.4057454325451,,,Quebrada del Durazno,1840000,,Quebrada del Durazno,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-12 12:27:48,-27.5,-71.19,36,4.7,1905273.3330118197,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-03-10 17:56:11,-22.89,-69.63,72,3.3,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-10 13:44:16,-32.49,-71.63,36,3.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-06 16:34:40,-40.79,-73.16,44,4.0,241.001456891943,"La Cocina de Chifin, Ruta U-605, Río Negro, Chile",-40.7914453,-73.1621333,,,Ruta U-605,,,La Cocina de Chifin,Río Negro,OS,Provincia de Osorno,LG,Los Lagos Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-06 09:35:08,-28.51,-69.07,146,5.3,0,"General Lamadrid, F5355 F, Argentina",-28.7087096,-68.85640021802686,,,,F5355,,General Lamadrid,,GL,General Lamadrid,F,La Rioja,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-05 10:12:10,-28.33,-70.75,87,4.1,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,,Vallenar,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-05 01:10:07,-22.47,-66.53,293,5.6,0,"4643 Municipio de Mina Pirquitas, Argentina",-22.6871975,-66.4562387,,,,4643,,,Municipio de Mina Pirquitas,,Departamento Rinconada,Y,Jujuy,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-04 11:09:27,-29.86,-71.52,65,3.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-04 09:01:32,-29.54,-71.6,32,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-03 18:02:57,-20.57,-68.97,105,3.8,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-03 04:56:41,-33.49,-70.47,105,4.5,141.83375667278244,"Estero Agua del Maqui, Provincia de Santiago, Chile",-33.48876158231266,-70.46963370095553,,,Estero Agua del Maqui,,Peñalolén,Estero Agua del Maqui,,SG,Provincia de Santiago,RM,Santiago Metropolitan Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-03-02 19:18:29,-32.27,-71.76,28,4.0,1809012.176970597,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-02-28 01:52:51,-37.0,-73.93,34,4.5,1733770.555726906,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-02-28 01:15:15,-36.94,-74.15,33,5.6,1713163.1958766852,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-02-27 19:45:37,-23.32,-68.93,100,4.3,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-27 15:39:27,-29.83,-71.17,62,3.7,0,"La Serena, Provincia de Elqui, Chile",-29.902631,-71.2520253,,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-27 03:47:59,-31.96,-71.25,56,3.8,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-26 14:45:38,-34.82,-71.8,44,4.3,405.40003041605104,"Paredones, Provincia de Cardenal Caro, Chile",-34.82549593373737,-71.79878865078418,,,,,,,Paredones,,Provincia de Cardenal Caro,,O'Higgins Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-25 14:32:22,-20.66,-69.23,90,3.9,331.62021118685084,"Camino a Chacarilla, Pica, Chile",-20.678655461730255,-69.26449306556715,,,Camino a Chacarilla,,,Camino a Chacarilla,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-25 12:19:57,-20.49,-69.15,92,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-25 05:10:55,-28.7,-70.35,101,5.2,0,"Alto del Carmen, Provincia de Huasco, Chile",-28.7596711,-70.4861108,,,,,,,Alto del Carmen,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-24 16:54:47,-19.49,-69.27,3,2.9,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-23 21:37:45,-21.27,-69.49,6,4.3,330.66201406841594,"Soledad, Tamarugal, Chile",-21.26791,-69.49227,,,,,,Soledad,,TM,Tamarugal,TP,De Tarapaca,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-02-23 02:48:15,-32.1,-71.13,87,3.4,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-22 06:12:51,-22.67,-66.43,254,6.1,396.3013229520395,"Ruta Nacional 40, 4643 Municipio de Mina Pirquitas, Argentina",-22.619423414647724,-66.3906133200432,,,Ruta Nacional 40,4643,,Ruta Nacional 40,Municipio de Mina Pirquitas,,Departamento Rinconada,Y,Jujuy,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-22 01:33:08,-22.09,-70.32,37,3.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-19 21:41:47,-34.4,-72.01,19,2.8,22.304789069244443,"18 De Septiembre 1865, Pichilemu, Chile",-34.400195,-72.009943,1865,,18 De Septiembre,,,,Pichilemu,CC,Cardenal Caro,LI,Del Libertador B Ohiggins,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2022-02-18 09:03:27,-36.78,-73.41,23,3.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-17 05:44:33,-32.78,-71.28,46,3.0,459.98401956226445,"Alto del Quillay, Quillota, Chile",-32.7782,-71.27557,,,,,,Alto del Quillay,,QT,Quillota,VS,De Valparaiso,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-02-16 23:59:26,-29.82,-71.07,85,4.2,933.6700136856509,"Libanesa, Elqui, Chile",-29.81266,-71.0653,,,,,,Libanesa,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-02-16 06:08:05,-19.23,-70.06,56,3.9,39.205448352731665,"Cruce A-378 - Cerro Negrito (Antena MOP), Huara, Chile",-19.222664087082702,-70.0742367,,,Cruce A-378 - Cerro Negrito (Antena MOP),,,Cruce A-378 - Cerro Negrito (Antena MOP),Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-09 20:51:52,-19.53,-69.27,5,3.5,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-09 11:39:12,-20.6,-69.13,95,4.9,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-09 05:05:37,-29.57,-71.18,50,3.9,1445.590996255798,"La Higuera, Provincia de Elqui, Chile",-29.5786118,-71.168802,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-08 11:05:19,-29.52,-71.35,63,3.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-08 05:22:14,-25.8,-70.58,64,4.6,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-06 23:46:31,-22.17,-68.7,115,5.3,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-05 07:20:38,-32.8,-71.34,46,3.3,0,"Puchuncaví, Provincia de Valparaíso, Chile",-32.7259856,-71.4150065,,,,,,,Puchuncaví,,Provincia de Valparaíso,,Valparaiso Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-04 22:29:55,-35.13,-71.31,83,3.6,267.4952953770332,"A Itahue SN, Curicó, Chile",-35.128536,-71.307666,SN,,A Itahue,,,,,CU,Curicó,ML,Del Maule,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2022-02-04 20:52:53,-20.42,-69.08,103,3.6,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-04 00:34:01,-29.34,-71.16,58,3.4,163.82086612696943,"La Higuera, Provincia de Elqui, Chile",-29.32766299632715,-71.1969092379209,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-03 16:33:03,-22.43,-68.73,116,4.0,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-03 10:35:53,-30.6,-71.39,65,4.2,2316.412370970352,"Ovalle, Provincia de Limarí, Chile",-30.6162322,-71.3748292,,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-02-01 01:39:52,-40.43,-74.07,23,4.5,1901876.655210244,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-02-01 01:33:24,-40.5,-74.04,15,4.6,1908263.4272894766,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-01-31 21:36:18,-29.95,-71.94,35,4.4,1793164.611253447,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-01-30 15:43:30,-32.66,-71.73,32,3.5,1815078.474791285,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-01-30 10:42:16,-25.98,-69.94,80,4.2,579.631516347816,"Ruta C-115-B, Chañaral, Chile",-26.110342985092963,-70.01535347715797,,,Ruta C-115-B,,,Ruta C-115-B,Chañaral,,Provincia de Chañaral,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-29 02:23:34,-33.55,-70.39,20,3.0,913.167357864945,"Estero El Manzano, San José de Maipo, Chile",-33.550425120605105,-70.39984073849541,,,Estero El Manzano,,,Estero El Manzano,San José de Maipo,CD,Provincia de Cordillera,RM,Santiago Metropolitan Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-28 13:43:27,-18.77,-69.54,117,4.9,71.68628770946343,"Camarones, Provincia de Arica, Chile",-18.76121761549282,-69.55494025428608,,,,,,,Camarones,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-28 00:31:27,-19.2,-69.76,115,5.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-27 21:48:56,-32.63,-71.56,34,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-26 19:42:54,-22.8,-68.51,8,4.3,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-26 14:54:53,-18.86,-70.13,80,4.2,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,,Arica,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-25 13:40:20,-19.64,-69.21,103,4.9,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-24 12:49:37,-36.76,-71.73,21,3.8,487.6648423272044,"Camino Los Chijetes, Coihueco, Chile",-36.74346760117319,-71.75379577442807,,,Camino Los Chijetes,,,Camino Los Chijetes,Coihueco,,Provincia de Punilla,,Nuble Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-24 07:47:43,-35.88,-71.52,95,4.2,424.1231722280782,"9250000 Linares, Chile",-35.87719692774135,-71.52670311725942,,,,9250000,,,Linares,,Provincia de Linares,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-23 20:08:26,-31.55,-71.5,50,4.2,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-22 20:00:13,-22.77,-68.51,16,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-20 15:33:09,-21.15,-70.21,36,3.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-18 16:34:58,-19.66,-69.37,115,4.0,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-18 16:23:49,-19.8,-69.25,121,4.1,613.085686750197,"Quebrada de Tarapacá, Huara, Chile",-19.803415386215796,-69.25460041042237,,,Quebrada de Tarapacá,,,Quebrada de Tarapacá,Huara,TM,Provincia del Tamarugal,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-18 10:18:30,-22.8,-69.05,111,4.0,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-16 00:00:16,-31.06,-71.59,74,4.4,571.6066516759714,"Ruta D-607, Ovalle, Chile",-31.051777620918667,-71.57577103004226,,,Ruta D-607,,,Ruta D-607,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-14 11:24:28,-23.41,-70.75,24,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-13 23:24:10,-27.48,-70.43,80,4.0,568.15214285803,"Camino Llano Seco, Copiapó, Chile",-27.480895856426628,-70.41732820381274,,,Camino Llano Seco,,,Camino Llano Seco,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-13 18:19:37,-26.91,-71.22,28,5.0,1917528.8189908343,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-01-13 04:13:46,-22.99,-69.29,82,4.2,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-12 10:39:33,-23.05,-69.45,85,4.0,933.0379687337232,"Cementerio de Los Apestados, Sierra Gorda, Chile",-23.041609,-69.449997,,,Cementerio de Los Apestados,,,,Sierra Gorda,AN,Antofagasta,AN,De Antofagasta,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-12 10:18:57,-21.31,-69.79,44,4.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-10 07:06:33,-30.8,-71.4,45,4.9,530.5824601178542,"Ruta D-641, Ovalle, Chile",-30.813711414235744,-71.39255254765371,,,Ruta D-641,,,Ruta D-641,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-01-08 03:24:09,-26.71,-71.15,34,5.2,1929848.9187995233,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-01-02 14:11:14,-29.92,-71.38,50,3.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-31 19:57:29,-19.36,-69.87,75,3.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-30 16:37:35,-19.61,-69.2,105,4.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-26 14:43:05,-29.52,-71.24,48,3.5,717.9026821739061,"Quebrada Choros Altos, La Higuera, Chile",-29.52400765,-71.23418294999999,,,Quebrada Choros Altos,,,Quebrada Choros Altos,La Higuera,EQ,Provincia de Elqui,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-26 10:59:25,-30.16,-71.31,64,3.9,1059.762107819213,"Coquimbo, Provincia de Elqui, Chile",-30.1678728,-71.3037873,,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-24 16:01:59,-30.74,-71.41,49,3.6,724.6386767148384,"Escuela El Espinal, Ruta D-643, Ovalle, Chile",-30.7396665,-71.4175722,,,Ruta D-643,,,Escuela El Espinal,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
